ID,Games,NOC
90167,2000 Summer,RUS
90168,1992 Summer,USA
90169,2012 Summer,GBR
90170,1996 Summer,USA
90171,1924 Winter,USA
90172,2000 Summer,DEN
90173,2000 Summer,NED
90174,1960 Summer,NED
90175,1976 Winter,CAN
90176,1984 Summer,FRG
90176,1996 Summer,GER
90176,2004 Summer,GER
90177,1984 Summer,BEL
90178,1948 Summer,DEN
90179,2016 Summer,CAN
90180,2006 Winter,CAN
90181,1998 Winter,CAN
90181,2002 Winter,CAN
90182,1998 Winter,CAN
90183,1976 Summer,FIN
90183,1980 Summer,FIN
90183,1984 Summer,FIN
90184,1976 Summer,FIN
90185,1932 Summer,NED
90186,1964 Summer,CAN
90187,1992 Summer,AUS
90187,1996 Summer,AUS
90187,2000 Summer,AUS
90188,1948 Summer,USA
90189,1952 Summer,GER
90190,2008 Summer,GER
90190,2012 Summer,GER
90190,2016 Summer,GER
90191,1988 Winter,GBR
90191,1992 Winter,GBR
90192,1976 Summer,GBR
90192,1980 Summer,GBR
90192,1984 Summer,GBR
90193,2012 Summer,CRC
90194,1980 Summer,CUB
90195,1984 Summer,ARG
90196,2012 Summer,PNG
90196,2016 Summer,PNG
90197,1972 Summer,FRA
90198,1988 Summer,NIG
90199,2012 Summer,GAB
90200,1956 Summer,URS
90201,1998 Winter,RUS
90202,2008 Summer,GER
90202,2012 Summer,GER
90202,2016 Summer,GER
90203,2008 Summer,CAN
90204,1968 Summer,NOR
90204,1972 Summer,NOR
90205,1968 Summer,NOR
90206,1964 Winter,NOR
90206,1968 Winter,NOR
90207,1988 Summer,NOR
90208,1976 Summer,MAS
90208,1984 Summer,MAS
90209,1964 Summer,JPN
90210,1996 Summer,POL
90211,1960 Winter,USA
90212,1908 Summer,GBR
90212,1912 Summer,GBR
90213,1992 Summer,USA
90214,1924 Summer,GBR
90215,1972 Summer,GBR
90216,1988 Winter,USA
90217,1960 Winter,USA
90218,1960 Winter,USA
90219,1964 Summer,USA
90219,1968 Summer,USA
90220,2000 Summer,USA
90221,2000 Summer,AUS
90222,1972 Winter,USA
90222,1980 Winter,USA
90223,2004 Summer,IRL
90223,2008 Summer,IRL
90223,2012 Summer,IRL
90224,1976 Summer,USA
90225,2002 Winter,AUS
90225,2010 Winter,AUS
90225,2014 Winter,AUS
90226,1936 Summer,USA
90227,2000 Summer,IRL
90228,1964 Summer,AUS
90229,2016 Summer,KEN
90230,1988 Summer,KEN
90231,1984 Summer,UGA
90232,1984 Summer,KEN
90233,1964 Summer,KEN
90234,1936 Summer,CHN
90235,2000 Summer,NGR
90236,1980 Summer,NGR
90237,1988 Summer,NGR
90238,1972 Summer,CMR
90238,1976 Summer,CMR
90238,1980 Summer,CMR
90239,1952 Summer,GHA
90240,2000 Summer,UGA
90240,2004 Summer,UGA
90241,2016 Summer,GBR
90242,2004 Summer,GHA
90243,1996 Summer,GHA
90243,2000 Summer,GHA
90243,2004 Summer,GHA
90244,1968 Summer,GHA
90245,1960 Summer,GHA
90246,1952 Summer,GHA
90247,1972 Summer,GHA
90248,1972 Summer,GHA
90249,2016 Summer,GHA
90250,1936 Summer,CAN
90251,1932 Summer,SWE
90252,1980 Winter,NOR
90253,1904 Summer,USA
90254,1948 Winter,GBR
90255,2000 Summer,BAR
90256,1964 Summer,ARG
90257,2004 Summer,AUS
90258,1960 Summer,DEN
90259,1996 Summer,JPN
90260,1984 Summer,JPN
90261,1976 Winter,JPN
90262,1952 Summer,USA
90262,1956 Summer,USA
90263,2004 Summer,JPN
90264,1976 Winter,JPN
90265,2016 Summer,JPN
90266,1996 Summer,JPN
90266,2004 Summer,JPN
90267,1928 Summer,ESP
90268,1980 Summer,ESP
90268,1984 Summer,ESP
90268,1988 Summer,ESP
90269,1968 Summer,NGR
90269,1972 Summer,NGR
90270,2012 Summer,NGR
90271,1980 Summer,NGR
90271,1984 Summer,NGR
90272,2000 Summer,GAB
90273,2004 Summer,GBR
90273,2012 Summer,GBR
90274,1996 Summer,NGR
90275,1968 Summer,MEX
90276,1932 Summer,JPN
90277,2016 Summer,KEN
90278,2000 Summer,MGL
90278,2004 Summer,MGL
90279,1960 Summer,UGA
90279,1964 Summer,UGA
90280,1976 Summer,ISR
90281,2006 Winter,JPN
90281,2010 Winter,JPN
90282,1976 Summer,JPN
90283,2012 Summer,JPN
90284,2004 Summer,TUR
90284,2008 Summer,TUR
90285,1984 Winter,JPN
90286,1996 Summer,JPN
90287,1956 Summer,JPN
90288,2006 Winter,JPN
90288,2010 Winter,JPN
90289,2008 Summer,JPN
90290,1998 Winter,JPN
90291,1960 Summer,JPN
90292,1992 Summer,TUR
90293,1968 Winter,TUR
90294,1976 Winter,TUR
90295,1976 Winter,TUR
90296,2012 Summer,TUR
90296,2016 Summer,TUR
90297,2016 Summer,TUR
90298,1992 Winter,SLO
90298,1994 Winter,SLO
90298,1998 Winter,SLO
90298,2002 Winter,SLO
90298,2006 Winter,SLO
90299,1948 Summer,TUR
90300,1956 Summer,TUR
90301,1976 Summer,TUR
90302,1948 Summer,TUR
90302,1952 Summer,TUR
90303,1996 Summer,TUR
90304,1976 Summer,TUR
90305,1980 Summer,YUG
90305,1984 Summer,YUG
90306,1972 Winter,JPN
90307,2000 Summer,TUR
90308,1968 Summer,TUR
90309,1994 Winter,RUS
90310,1952 Summer,URS
90310,1956 Summer,URS
90311,1960 Summer,URS
90312,1996 Summer,LAT
90313,2004 Summer,TUR
90314,1960 Summer,TUR
90315,1984 Summer,TUR
90316,1996 Summer,RUS
90317,1968 Summer,POL
90317,1972 Summer,POL
90318,1928 Summer,FRA
90319,1992 Summer,NGR
90319,1996 Summer,NGR
90319,2000 Summer,NGR
90320,1992 Summer,NGR
90321,1984 Summer,TUR
90322,2000 Summer,TUR
90323,1996 Summer,TUR
90324,2008 Summer,TUR
90325,1948 Summer,TUR
90326,1976 Summer,TUR
90327,1936 Summer,AUT
90327,1948 Summer,AUT
90328,2012 Summer,GEO
90328,2016 Summer,TUR
90329,1936 Summer,POL
90330,1960 Summer,POL
90331,1960 Summer,URS
90331,1964 Summer,URS
90332,1996 Summer,LAT
90332,2000 Summer,LAT
90332,2004 Summer,LAT
90333,1960 Summer,URS
90333,1964 Summer,URS
90334,1996 Summer,LAT
90335,2008 Summer,LAT
90335,2012 Summer,LAT
90335,2016 Summer,LAT
90336,1996 Summer,AUS
90336,2000 Summer,AUS
90337,1924 Summer,LAT
90338,1996 Summer,AUS
90339,2002 Winter,LAT
90339,2006 Winter,LAT
90339,2014 Winter,LAT
90340,1992 Summer,LAT
90340,1996 Summer,LAT
90340,2000 Summer,LAT
90341,1998 Winter,LAT
90341,2002 Winter,LAT
90341,2006 Winter,LAT
90342,1928 Summer,LAT
90343,1912 Summer,RUS
90344,1984 Summer,SYR
90345,1952 Summer,ROU
90346,1948 Summer,YUG
90347,2012 Summer,TUR
90348,1980 Summer,HUN
90349,1948 Summer,TUR
90350,2004 Summer,TUR
90351,1992 Summer,TUR
90352,1992 Summer,TUR
90352,1996 Summer,TUR
90353,1996 Summer,TUR
90354,1988 Summer,TUR
90354,1992 Summer,TUR
90355,1928 Summer,TUR
90356,1984 Summer,TUR
90357,1984 Summer,TUR
90358,2012 Summer,TUR
90359,1960 Summer,TUR
90360,2016 Summer,TUR
90361,1996 Summer,GEO
90362,1976 Summer,URS
90363,1992 Winter,SWE
90363,1994 Winter,SWE
90364,2010 Winter,FIN
90365,1924 Summer,EST
90366,1960 Summer,URS
90366,1968 Summer,URS
90367,1928 Winter,FIN
90368,1956 Summer,FIN
90369,1964 Summer,TCH
90370,1936 Summer,GER
90371,1908 Summer,FIN
90372,1912 Summer,NOR
90373,2000 Summer,DEN
90373,2004 Summer,DEN
90373,2008 Summer,DEN
90374,1988 Summer,FIN
90374,1992 Summer,FIN
90375,1952 Summer,FIN
90376,1960 Winter,USA
90377,1956 Winter,POL
90377,1964 Winter,POL
90378,2016 Summer,AUS
90379,2016 Summer,COL
90380,1968 Winter,ITA
90381,1936 Summer,HUN
90382,2010 Winter,USA
90383,1920 Summer,TCH
90384,2008 Summer,ANG
90384,2012 Summer,ANG
90385,2004 Summer,ITA
90386,1960 Summer,ITA
90387,1936 Winter,FRA
90388,1996 Summer,PAR
90389,1976 Summer,USA
90389,1984 Summer,USA
90389,1988 Summer,USA
90390,1956 Summer,ITA
90391,1996 Summer,MLT
90391,2000 Summer,MLT
90392,1964 Summer,ARG
90393,1984 Summer,MLT
90394,1992 Summer,MLT
90394,1996 Summer,MLT
90394,2000 Summer,MLT
90395,1928 Summer,MLT
90396,1994 Winter,CAN
90396,1998 Winter,CAN
90397,2016 Summer,SWE
90398,2016 Summer,SWE
90399,1968 Summer,POL
90399,1972 Summer,POL
90399,1976 Summer,POL
90400,1952 Summer,ARG
90401,1996 Summer,LTU
90402,1976 Winter,POL
90403,1996 Summer,GER
90403,2000 Summer,GER
90404,1976 Summer,GDR
90405,1964 Summer,FRA
90406,1952 Winter,SUI
90406,1956 Winter,SUI
90407,1924 Summer,SUI
90408,1976 Summer,VEN
90409,1992 Summer,CUB
90409,1996 Summer,CUB
90409,2000 Summer,CUB
90410,1976 Summer,BRA
90411,1968 Summer,CRC
90412,2016 Summer,PER
90413,1960 Summer,PHI
90414,1932 Summer,USA
90415,1972 Summer,PER
90416,1992 Summer,ARG
90417,1960 Summer,POR
90418,1996 Summer,ESP
90419,2012 Summer,PER
90420,1948 Summer,BRA
90421,2012 Summer,PER
90421,2016 Summer,PER
90422,1972 Summer,PUR
90423,2012 Summer,PER
90424,2004 Summer,MEX
90424,2008 Summer,MEX
90424,2016 Summer,MEX
90425,2012 Summer,ESP
90425,2016 Summer,ESP
90426,1992 Summer,COL
90427,1992 Summer,EST
90428,2000 Summer,EST
90429,1956 Winter,CAN
90430,1936 Summer,POL
90431,1976 Summer,TCH
90432,2004 Summer,POL
90433,1968 Summer,COL
90433,1976 Summer,COL
90434,1972 Summer,THA
90434,1976 Summer,THA
90434,1984 Summer,THA
90435,2016 Summer,POR
90436,2012 Summer,POL
90436,2016 Summer,POL
90437,1960 Summer,ITA
90437,1964 Summer,ITA
90438,1932 Summer,ITA
90439,1994 Winter,ROU
90439,1998 Winter,ROU
90439,2002 Winter,ROU
90440,2014 Winter,USA
90441,1936 Summer,FIN
90442,2002 Winter,USA
90442,2006 Winter,USA
90443,1936 Summer,GBR
90444,1976 Summer,TCH
90445,1948 Summer,FIN
90446,1936 Summer,USA
90447,2016 Summer,AUS
90448,1920 Summer,NED
90449,1964 Summer,GBR
90450,1964 Summer,GBR
90451,1972 Summer,CAN
90452,2000 Summer,LTU
90453,1928 Summer,FRA
90453,1932 Summer,FRA
90454,1976 Summer,HUN
90455,1928 Summer,FRA
90456,1968 Summer,PER
90457,1988 Winter,POL
90458,1960 Summer,POL
90459,1968 Summer,POL
90460,1968 Winter,POL
90461,1976 Summer,MAS
90462,1996 Summer,HUN
90462,2000 Summer,HUN
90463,2008 Summer,EST
90463,2012 Summer,EST
90464,1964 Summer,GBR
90465,2000 Summer,TTO
90466,1920 Summer,USA
90466,1924 Summer,USA
90466,1928 Summer,USA
90467,1992 Summer,CAN
90468,1936 Summer,AUT
90469,2004 Summer,RUS
90469,2008 Summer,RUS
90469,2012 Summer,RUS
90470,1980 Summer,TCH
90471,1960 Summer,GER
90472,2008 Summer,USA
90473,1924 Summer,USA
90474,1908 Summer,GBR
90475,2010 Winter,ESP
90475,2014 Winter,ESP
90476,1932 Summer,BRA
90476,1936 Summer,BRA
90477,1936 Summer,PHI
90478,1960 Summer,MEX
90478,1968 Summer,MEX
90478,1972 Summer,MEX
90479,1976 Summer,NCA
90480,1932 Summer,PHI
90481,1964 Summer,PHI
90482,1984 Summer,USA
90482,1988 Summer,USA
90483,1996 Summer,PUR
90484,1924 Summer,ARG
90485,1964 Summer,MEX
90486,1976 Summer,MEX
90486,1980 Summer,MEX
90486,1984 Summer,MEX
90487,1956 Summer,COL
90488,1976 Summer,MEX
90489,1932 Summer,PHI
90489,1936 Summer,PHI
90490,1996 Summer,NCA
90491,1992 Summer,CUB
90491,1996 Summer,CUB
90492,2008 Summer,HON
90493,2012 Summer,ECU
90494,2012 Summer,COL
90495,1972 Summer,ITA
90496,1948 Summer,FRA
90497,1920 Summer,FRA
90497,1924 Summer,FRA
90497,1928 Summer,FRA
90497,1936 Summer,FRA
90498,1992 Summer,TCH
90498,2000 Summer,CZE
90499,1976 Summer,CUB
90500,1964 Summer,CUB
90501,1964 Summer,ESP
90502,1952 Summer,VEN
90503,1968 Summer,ESP
90503,1972 Summer,ESP
90504,1976 Summer,TCH
90505,1968 Summer,CAN
90506,1992 Summer,ROU
90507,2000 Summer,ROU
90507,2004 Summer,ROU
90508,1988 Summer,CAN
90508,1992 Summer,CAN
90509,1992 Summer,PRK
90509,1996 Summer,PRK
90509,2000 Summer,PRK
90510,1936 Winter,LAT
90511,1992 Summer,PRK
90512,1972 Summer,PRK
90513,1972 Summer,GDR
90514,1920 Summer,BEL
90515,2016 Summer,BRA
90516,2002 Winter,BRA
90517,1948 Summer,POR
90517,1952 Summer,POR
90518,1992 Summer,IND
90518,1996 Summer,IND
90518,2000 Summer,IND
90518,2004 Summer,IND
90518,2008 Summer,IND
90518,2012 Summer,IND
90518,2016 Summer,IND
90519,2016 Summer,BRA
90520,1928 Summer,GER
90521,2000 Summer,NZL
90521,2008 Summer,NZL
90522,1980 Summer,ESP
90523,2000 Summer,HON
90524,2000 Summer,VEN
90525,2008 Summer,COL
90525,2012 Summer,COL
90526,2012 Summer,VEN
90526,2016 Summer,VEN
90527,1988 Summer,ARG
90528,1920 Summer,TCH
90529,2004 Summer,ESP
90529,2008 Summer,ESP
90530,1964 Summer,PUR
90530,1968 Summer,PUR
90530,1972 Summer,PUR
90531,1936 Summer,ITA
90532,1976 Summer,ITA
90533,1912 Summer,ITA
90534,1952 Summer,ITA
90535,1984 Winter,ITA
90536,1980 Winter,ITA
90537,1984 Summer,PHI
90538,1920 Summer,ESP
90539,1960 Summer,TUR
90540,2004 Summer,CYP
90540,2012 Summer,CYP
90541,1920 Summer,GBR
90542,1964 Summer,GBR
90543,2012 Summer,CAN
90544,1984 Summer,CAN
90545,1908 Summer,GBR
90546,2016 Summer,GBR
90547,2016 Summer,SRB
90548,1964 Summer,AUS
90548,1968 Summer,AUS
90549,1908 Summer,GBR
90550,1932 Summer,GBR
90551,1936 Winter,USA
90552,1924 Winter,GBR
90552,1928 Winter,GBR
90553,1984 Summer,USA
90554,1964 Winter,USA
90555,2012 Summer,GBR
90556,2004 Summer,AUS
90556,2008 Summer,AUS
90556,2012 Summer,AUS
90557,1960 Summer,USA
90557,1964 Summer,USA
90557,1968 Summer,USA
90558,2008 Summer,GBR
90558,2012 Summer,GBR
90559,1984 Summer,USA
90560,1952 Summer,SUI
90561,1964 Summer,NZL
90561,1968 Summer,NZL
90562,1988 Summer,GBR
90563,1968 Summer,GBR
90563,1972 Summer,GBR
90564,1980 Winter,CAN
90565,1984 Summer,USA
90565,1988 Summer,USA
90565,1992 Summer,USA
90565,1996 Summer,USA
90566,1988 Summer,CAN
90567,1984 Summer,CAN
90568,1928 Summer,FRA
90569,1996 Summer,ARG
90570,1988 Summer,MON
90571,2012 Summer,NZL
90572,2000 Summer,ITA
90572,2004 Summer,ITA
90573,1956 Summer,USA
90573,1960 Summer,USA
90574,1906 Summer,ITA
90574,1908 Summer,ITA
90575,1952 Summer,ARG
90576,2004 Summer,BRA
90576,2008 Summer,BRA
90577,2008 Summer,ITA
90578,1996 Summer,ITA
90579,1984 Summer,ITA
90580,1928 Summer,ITA
90580,1932 Summer,ITA
90581,2012 Summer,ITA
90581,2016 Summer,ITA
90582,2016 Summer,CAN
90583,1936 Summer,BEL
90584,1980 Summer,ESP
90585,2000 Summer,BRA
90586,1906 Summer,GRE
90587,2008 Summer,EST
90588,1976 Summer,NOR
90589,2012 Summer,ARM
90590,1972 Summer,SWE
90590,1976 Summer,SWE
90590,1984 Summer,SWE
90590,1988 Summer,SWE
90591,2006 Winter,SWE
90591,2010 Winter,SWE
90592,1912 Summer,GER
90593,1968 Summer,THA
90594,1924 Summer,NED
90594,1928 Summer,NED
90594,1932 Summer,NED
90594,1936 Summer,NED
90595,1992 Summer,TPE
90596,1976 Summer,CAN
90597,1976 Summer,IRI
90598,1964 Summer,AUS
90599,1920 Summer,FRA
90600,1988 Summer,ARG
90600,1992 Summer,ARG
90600,1996 Summer,ARG
90601,1988 Summer,GBR
90602,2002 Winter,CAN
90602,2006 Winter,CAN
90602,2010 Winter,CAN
90603,1952 Summer,AUS
90604,2016 Summer,USA
90605,1920 Summer,GBR
90606,1896 Summer,USA
90607,1896 Summer,USA
90608,1992 Summer,FIN
90609,2012 Summer,GBR
90610,1992 Winter,AUS
90610,1994 Winter,AUS
90611,2010 Winter,LAT
90611,2014 Winter,LAT
90612,2016 Summer,FRA
90613,2008 Summer,POR
90613,2012 Summer,POR
90614,2012 Summer,FRA
90615,1998 Winter,ITA
90615,2002 Winter,ITA
90616,2004 Summer,AUT
90616,2008 Summer,AUT
90616,2012 Summer,AUT
90616,2016 Summer,AUT
90617,2004 Summer,BUL
90617,2008 Summer,BUL
90618,1920 Summer,BRA
90619,1972 Summer,FIN
90619,1976 Summer,FIN
90620,2016 Summer,BRA
90621,1928 Summer,HUN
90622,1968 Summer,POL
90623,2010 Winter,SWE
90624,1960 Winter,SUI
90625,1920 Summer,ESP
90626,1960 Summer,ITA
90627,1968 Summer,TCH
90628,2016 Summer,SRB
90629,1984 Winter,YUG
90630,1968 Summer,YUG
90631,2012 Summer,COL
90631,2016 Summer,COL
90632,1996 Summer,GER
90633,1988 Winter,FRA
90633,1994 Winter,FRA
90634,1980 Summer,POL
90635,1956 Summer,HUN
90636,1948 Winter,HUN
90637,1972 Summer,FRA
90637,1976 Summer,FRA
90638,1972 Summer,FRA
90638,1976 Summer,FRA
90639,2000 Summer,SLO
90639,2004 Summer,SLO
90640,1912 Summer,HUN
90641,1948 Summer,KOR
90642,2016 Summer,PRK
90643,2008 Summer,PRK
90644,1992 Summer,PRK
90645,1972 Summer,PRK
90646,1948 Summer,KOR
90647,1984 Winter,PRK
90648,1992 Summer,PRK
90649,2004 Summer,PRK
90649,2008 Summer,PRK
90650,1980 Summer,PRK
90651,2012 Summer,PRK
90652,1976 Summer,PRK
90653,1976 Summer,PRK
90654,1960 Summer,KOR
90655,1992 Summer,PRK
90655,2008 Summer,PRK
90656,1976 Summer,PRK
90657,2004 Summer,PRK
90658,2008 Summer,PRK
90659,2004 Summer,KOR
90660,2008 Summer,PRK
90660,2012 Summer,PRK
90661,1992 Summer,PRK
90662,1992 Winter,PRK
90663,2000 Summer,PRK
90663,2004 Summer,PRK
90664,1964 Summer,IRI
90665,1932 Summer,FIN
90665,1936 Summer,FIN
90666,1960 Summer,FIN
90667,2016 Summer,IRI
90668,1960 Summer,TUR
90669,2016 Summer,LTU
90670,1996 Summer,RUS
90671,2000 Summer,RUS
90671,2004 Summer,RUS
90671,2008 Summer,RUS
90672,2000 Summer,KAZ
90673,1992 Summer,EUN
90673,1996 Summer,UKR
90673,2000 Summer,UKR
90674,2012 Summer,RUS
90675,2016 Summer,RUS
90676,1976 Winter,URS
90677,1992 Summer,GRE
90677,2004 Summer,GRE
90678,2000 Summer,KGZ
90679,1992 Summer,EST
90680,1952 Summer,FIN
90681,1988 Summer,URS
90681,1992 Summer,EUN
90682,1996 Summer,CZE
90683,1976 Summer,HUN
90684,1952 Summer,THA
90685,2008 Summer,KGZ
90686,1964 Summer,IND
90687,1980 Summer,HUN
90688,1960 Summer,HUN
90689,1980 Summer,HUN
90690,1956 Summer,IND
90691,1960 Summer,HUN
90692,1976 Summer,HUN
90692,1980 Summer,HUN
90693,1960 Summer,POL
90694,1992 Summer,COL
90695,1976 Summer,CUB
90695,1980 Summer,CUB
90696,1992 Summer,BIZ
90697,1996 Summer,ARG
90698,2012 Summer,COL
90698,2016 Summer,COL
90699,2016 Summer,ARG
90700,1996 Summer,COL
90700,2000 Summer,COL
90700,2004 Summer,COL
90701,2016 Summer,COL
90702,2016 Summer,ARG
90703,2016 Summer,HON
90704,1980 Summer,ECU
90705,1972 Summer,CUB
90706,2008 Summer,HON
90706,2016 Summer,HON
90707,1968 Summer,GUA
90708,2004 Summer,MEX
90709,1984 Summer,COL
90710,1992 Winter,HON
90711,1984 Winter,HUN
90712,1948 Summer,URU
90712,1960 Summer,URU
90713,1964 Summer,URS
90714,1906 Summer,GRE
90715,2004 Summer,MEX
90716,2000 Summer,UKR
90716,2008 Summer,UKR
90717,2002 Winter,UKR
90718,2008 Summer,CAN
90719,2012 Summer,ROU
90719,2016 Summer,ROU
90720,1972 Summer,MGL
90721,2012 Summer,LAT
90721,2016 Summer,LAT
90722,1998 Winter,FIN
90722,2002 Winter,FIN
90722,2006 Winter,FIN
90723,1948 Summer,FRA
90723,1952 Summer,FRA
90724,1900 Summer,ITA
90725,2014 Winter,CZE
90726,2012 Summer,ISR
90727,1992 Summer,TCH
90728,1948 Summer,FRA
90729,2004 Summer,ESP
90729,2008 Summer,ESP
90729,2016 Summer,ESP
90730,1924 Summer,ESP
90731,1952 Summer,ESP
90732,1996 Summer,ARG
90733,2012 Summer,TUR
90734,2006 Winter,FRA
90735,2000 Summer,BUL
90735,2004 Summer,BUL
90735,2008 Summer,BUL
90736,1988 Summer,ITA
90736,1992 Summer,ITA
90737,1976 Summer,USA
90738,1996 Summer,RUS
90739,1980 Summer,URS
90740,2004 Summer,SWE
90740,2008 Summer,SWE
90740,2012 Summer,SWE
90740,2016 Summer,SWE
90741,1988 Summer,BUR
90741,1992 Summer,BUR
90742,1980 Winter,TCH
90742,1984 Winter,TCH
90743,2004 Summer,UKR
90743,2012 Summer,UKR
90744,2012 Summer,ISR
90745,1912 Summer,SWE
90746,1996 Summer,MEX
90747,1992 Summer,GRE
90748,2000 Summer,ITA
90749,2004 Summer,ARG
90749,2012 Summer,ARG
90749,2016 Summer,ARG
90750,1992 Summer,ESP
90751,1988 Summer,TCH
90751,1996 Summer,SVK
90751,2000 Summer,SVK
90751,2004 Summer,SVK
90752,2008 Summer,CZE
90752,2012 Summer,CZE
90753,1960 Summer,USA
90754,2012 Summer,ROU
90755,2014 Winter,RUS
90756,1994 Winter,SVK
90756,2002 Winter,SVK
90756,2010 Winter,SVK
90757,2004 Summer,HUN
90758,2016 Summer,RSA
90759,2008 Summer,AUS
90760,1980 Summer,AUS
90761,1936 Summer,TCH
90762,1912 Summer,LUX
90763,2008 Summer,LUX
90764,1988 Summer,USA
90764,1992 Summer,USA
90765,1928 Summer,POR
90766,1936 Summer,HUN
90767,1952 Summer,ITA
90768,1992 Summer,EUN
90768,1996 Summer,RUS
90768,2000 Summer,TUR
90769,1988 Winter,FRA
90770,2010 Winter,CRO
90771,2012 Summer,GBR
90772,1988 Summer,MAW
90773,1968 Summer,GRE
90774,1968 Summer,GBR
90774,1972 Summer,GBR
90775,1992 Summer,EUN
90775,1996 Summer,RUS
90775,2000 Summer,RUS
90775,2004 Summer,RUS
90776,1996 Summer,CZE
90776,2000 Summer,CZE
90777,2000 Summer,HUN
90777,2004 Summer,HUN
90777,2008 Summer,HUN
90778,1980 Summer,HUN
90779,1992 Summer,HUN
90779,1996 Summer,HUN
90779,2000 Summer,HUN
90779,2004 Summer,HUN
90780,1980 Summer,HUN
90781,1960 Summer,POL
90781,1964 Summer,POL
90782,1968 Summer,GRE
90782,1972 Summer,GRE
90783,1994 Winter,UKR
90784,1988 Summer,BUL
90785,1992 Summer,HUN
90786,1992 Summer,FIN
90787,1952 Winter,AUT
90788,1964 Summer,TCH
90789,2004 Summer,SVK
90789,2008 Summer,SVK
90790,1928 Summer,YUG
90791,1968 Winter,AUT
90792,1968 Winter,AUT
90793,1998 Winter,HUN
90793,2002 Winter,HUN
90794,1992 Summer,GRE
90795,1988 Summer,FRA
90796,2000 Summer,ITA
90797,1992 Winter,ITA
90797,2002 Winter,ITA
90798,1992 Winter,ITA
90798,1994 Winter,ITA
90798,1998 Winter,ITA
90798,2002 Winter,ITA
90798,2006 Winter,ITA
90799,2008 Summer,ISR
90800,1936 Winter,FIN
90801,2004 Summer,GRE
90802,1972 Winter,GBR
90803,1992 Summer,AUS
90803,1996 Summer,AUS
90804,1984 Summer,FIN
90805,1908 Summer,GBR
90806,1948 Summer,FRA
90807,1992 Winter,FRA
90808,1968 Summer,SWE
90809,1988 Summer,SWE
90810,1996 Summer,SWE
90810,2000 Summer,SWE
90811,1952 Summer,SWE
90812,1976 Summer,DEN
90813,1964 Summer,SWE
90813,1968 Summer,SWE
90813,1972 Summer,SWE
90813,1976 Summer,SWE
90813,1980 Summer,SWE
90813,1984 Summer,SWE
90813,1988 Summer,SWE
90814,1924 Summer,EST
90814,1928 Summer,EST
90815,1952 Summer,SWE
90815,1956 Summer,SWE
90815,1960 Summer,SWE
90816,2004 Summer,CUB
90816,2008 Summer,CUB
90817,1988 Summer,ARG
90818,1984 Summer,NCA
90819,1924 Summer,ESP
90820,1984 Summer,BRA
90821,1984 Summer,HON
90822,2012 Summer,MEX
90822,2016 Summer,MEX
90823,2012 Summer,MEX
90824,1912 Summer,CHI
90825,1988 Summer,BRA
90825,1992 Summer,BRA
90826,1996 Summer,CUB
90827,1996 Summer,CUB
90828,1984 Summer,COL
90829,2012 Summer,ISL
90830,1936 Winter,YUG
90831,1992 Summer,GER
90832,1936 Summer,SWE
90833,1948 Summer,ARG
90834,2000 Summer,USA
90835,1988 Summer,SWE
90836,1908 Summer,GBR
90837,1956 Summer,GBR
90838,2012 Summer,AUS
90839,1908 Summer,GBR
90839,1912 Summer,GBR
90840,1964 Summer,CAN
90841,1908 Summer,GBR
90841,1912 Summer,GBR
90841,1920 Summer,GBR
90842,2000 Summer,FRA
90843,1992 Winter,GBR
90843,1994 Winter,GBR
90844,1972 Summer,AUS
90845,1952 Summer,AUS
90846,1964 Summer,GBR
90847,1952 Summer,GBR
90848,2008 Summer,CAN
90849,2008 Summer,NZL
90849,2012 Summer,NZL
90850,2004 Summer,GBR
90851,1984 Summer,BAR
90851,1988 Summer,BAR
90852,1960 Summer,AUS
90853,2000 Summer,USA
90854,2016 Summer,AUS
90855,2008 Summer,AUS
90856,2008 Summer,AUS
90856,2012 Summer,AUS
90857,1960 Winter,USA
90858,1936 Summer,GBR
90859,1932 Summer,CAN
90860,1960 Summer,GBR
90861,1992 Summer,GBR
90861,1996 Summer,GBR
90861,2000 Summer,GBR
90862,1968 Winter,NZL
90863,1972 Winter,USA
90864,1988 Summer,USA
90865,1972 Winter,USA
90866,1932 Winter,USA
90867,1996 Summer,CAN
90867,2004 Summer,CAN
90868,1964 Winter,GBR
90869,1936 Winter,GBR
90869,1948 Winter,GBR
90870,1968 Winter,GBR
90870,1972 Winter,GBR
90870,1976 Winter,GBR
90870,1980 Winter,GBR
90871,2016 Summer,ARG
90872,1948 Summer,FIN
90873,1924 Summer,ITA
90874,1992 Summer,POR
90875,2016 Summer,ITA
90876,2000 Summer,ITA
90877,1948 Summer,ITA
90877,1952 Summer,ITA
90878,1956 Summer,SWE
90878,1960 Summer,SWE
90878,1968 Summer,SWE
90879,1968 Winter,SWE
90879,1972 Winter,SWE
90880,1960 Summer,SMR
90881,1994 Winter,FIN
90882,1948 Summer,HUN
90882,1952 Summer,HUN
90883,1976 Summer,FIN
90884,1980 Summer,FIN
90884,1984 Summer,FIN
90885,2002 Winter,FIN
90886,1976 Summer,MEX
90887,2004 Summer,ITA
90888,2016 Summer,COL
90889,2008 Summer,ESP
90890,1992 Summer,ESP
90891,2000 Summer,ESP
90891,2004 Summer,ESP
90892,1968 Winter,ESP
90893,1948 Summer,ESP
90893,1960 Summer,ESP
90894,1968 Winter,ESP
90895,1976 Summer,COL
